Probe	Ensembl
KIFC2_IL3120567	ENSG00000167702
PPP1R16A_IL3120613	ENSG00000160972
GPT_IL3120653	ENSG00000167701
MFSD3_IL3120682	ENSG00000167700
RECQL4_IL3158767	ENSG00000160957
LRRC14_IL3120699	ENSG00000160959
ZNF34_IL3159013	ENSG00000196378
RPL8_IL3159040	ENSG00000161016
ZNF517_IL3120887	ENSG00000197363
ZNF7_IL3120917	ENSG00000147789
COMMD5_IL3159132	ENSG00000170619
ZNF250_IL3159061	ENSG00000196150
ZNF16_IL3159167	ENSG00000170631
C8orf33_IL3121023	ENSG00000182307
C9orf66_IL3196034	ENSG00000183784
DOCK8_IL3159330	ENSG00000107099
KANK1_IL3159483	ENSG00000107104
VLDLR_IL3160175	ENSG00000147852
KIAA0020_IL3196691	ENSG00000080608
RFX3_IL3196842	ENSG00000080298
GLIS3_IL3197014	ENSG00000107249
PPAPDC2_IL3160727	ENSG00000205808
CDC37L1_IL3160735	ENSG00000106993
RCL1_IL3160773	ENSG00000120158
JAK2_IL3160895	ENSG00000096968
RLN2_IL3197498	ENSG00000107014
RLN1_IL3197509	ENSG00000107018
CD274_IL3161082	ENSG00000120217
PDCD1LG2_IL3161113	ENSG00000197646
KIAA1432_IL3161167	ENSG00000107036
MLANA_IL3161261	ENSG00000120215
UHRF2_IL3161398	ENSG00000147854
GLDC_IL3197955	ENSG00000178445
KDM4C_IL3161566	ENSG00000107077
NFIB_IL3199207	ENSG00000147862
ZDHHC21_IL3199431	ENSG00000175893
FREM1_IL3199511	ENSG00000164946
SNAPC3_IL3163136	ENSG00000164975
PSIP1_IL3199790	ENSG00000164985
CNTLN_IL3163728	ENSG00000044459
RRAGA_IL3164181	ENSG00000155876
HAUS6_IL3200611	ENSG00000147874
DENND4C_IL3164221	ENSG00000137145
GCDH_IL3821995	ENSG00000105607
ACER2_IL3164312	ENSG00000177076
MLLT3_IL3200982	ENSG00000171843
KLHL9_IL3201277	ENSG00000198642
MTAP_IL3164914	ENSG00000099810
CDKN2A_IL3201437	ENSG00000147889
TUSC1_IL3201999	ENSG00000198680
PLAA_IL3202171	ENSG00000137055
IFT74_IL3165780	ENSG00000096872
TEK_IL3165825	ENSG00000120156
C9orf72_IL3202421	ENSG00000147894
LINGO2_IL3202528	ENSG00000174482
ACO1_IL3166477	ENSG00000122729
DDX58_IL3203086	ENSG00000107201
TOPORS_IL3203135	ENSG00000197579
NDUFB6_IL3203162	ENSG00000165264
DNAJA1_IL3166718	ENSG00000086061
SMU1_IL3203382	ENSG00000122692
B4GALT1_IL3203413	ENSG00000086062
SPINK4_IL3166815	ENSG00000107262
CHMP5_IL3166844	ENSG00000086065
NFX1_IL3166880	ENSG00000086102
AQP7_IL3203524	ENSG00000165269
AQP3_IL3203569	ENSG00000165272
NOL6_IL3203582	ENSG00000165271
PTEN_IL3203665	ENSG00000237984
UBE2R2_IL3167220	ENSG00000107341
UBAP2_IL3203753	ENSG00000137073
DCAF12_IL3203855	ENSG00000198876
UBAP1_IL3167325	ENSG00000165006
KIF24_IL3203935	ENSG00000186638
NUDT2_IL3167383	ENSG00000164978
KIAA1161_IL3203990	ENSG00000164976
C9orf24_IL3203996	ENSG00000164972
ENHO_IL3204061	ENSG00000168913
DCTN3_IL3204202	ENSG00000137100
SIGMAR1_IL3204243	ENSG00000147955
GALT_IL3167511	ENSG00000213930
IL11RA_IL3167553	ENSG00000137070
DNAJB5_IL3167660	ENSG00000137094
C9orf131_IL3167684	ENSG00000174038
VCP_IL3204404	ENSG00000165280
FANCG_IL3204463	ENSG00000221829
PIGO_IL3204496	ENSG00000165282
STOML2_IL3204534	ENSG00000165283
DRD3_IL2689378	ENSG00000005238
UNC13B_IL3167731	ENSG00000198722
TESK1_IL3167994	ENSG00000107140
CD72_IL3204648	ENSG00000137101
SIT1_IL3204680	ENSG00000137078
CCDC107_IL3168032	ENSG00000159884
TPM2_IL3204721	ENSG00000198467
TLN1_IL3204744	ENSG00000137076
CREB3_IL3168102	ENSG00000107175
GBA2_IL3204833	ENSG00000070610
RGP1_IL3168136	ENSG00000107185
NPR2_IL3168160	ENSG00000137098
TMEM8B_IL3168210	ENSG00000137103
RECK_IL3168309	ENSG00000122707
GLIPR2_IL3168385	ENSG00000122694
GNE_IL3205108	ENSG00000159921
CLTA_IL3168415	ENSG00000122705
RNF38_IL3205162	ENSG00000137075
MELK_IL3168508	ENSG00000165304
PAX5_IL3205293	ENSG00000196092
ZCCHC7_IL3168700	ENSG00000147905
GRHPR_IL3168841	ENSG00000137106
ZBTB5_IL3205488	ENSG00000168795
POLR1E_IL3168938	ENSG00000234160
TOMM5_IL3205506	ENSG00000175768
EXOSC3_IL3205586	ENSG00000107371
DCAF10_IL3169094	ENSG00000122741
SHB_IL3205659	ENSG00000107338
ANKRD18A_IL3205834	ENSG00000180071
ZNF658_IL3206317	ENSG00000196409
CBWD5_IL3208355	ENSG00000147996
PGM5_IL3173508	ENSG00000154330
FAM122A_IL3173748	ENSG00000187866
PIP5K1B_IL3173673	ENSG00000107242
FXN_IL3173831	ENSG00000165060
TJP2_IL3173880	ENSG00000119139
APBA1_IL3208765	ENSG00000107282
SMC5_IL3174224	ENSG00000198887
KLF9_IL3208995	ENSG00000119138
TMEM2_IL3209384	ENSG00000135048
C9orf85_IL3174429	ENSG00000155621
ZFAND5_IL3209623	ENSG00000107372
ALDH1A1_IL3209726	ENSG00000165092
ANXA1_IL3174816	ENSG00000135046
TRPM6_IL3210013	ENSG00000119121
C9orf40_IL3210108	ENSG00000135045
C9orf41_IL3210130	ENSG00000156017
OSTF1_IL3175119	ENSG00000134996
PCSK5_IL3175274	ENSG00000099139
RFK_IL3210457	ENSG00000135002
GCNT1_IL3175494	ENSG00000187210
PRUNE2_IL3210497	ENSG00000106772
VPS13A_IL3175597	ENSG00000197969
GNA14_IL3210737	ENSG00000156049
GNAQ_IL3210808	ENSG00000156052
PSAT1_IL3175971	ENSG00000135069
TLE4_IL3176209	ENSG00000106829
TLE1_IL3211579	ENSG00000196781
FRMD3_IL3212008	ENSG00000172159
UBQLN1_IL3212143	ENSG00000135018
GKAP1_IL3212189	ENSG00000165113
KIF27_IL3212232	ENSG00000165115
C9orf64_IL3212277	ENSG00000165118
HNRNPK_IL3212294	ENSG00000165119
RMI1_IL3176999	ENSG00000178966
SLC28A3_IL3212420	ENSG00000197506
AGTPBP1_IL3212728	ENSG00000135049
NAA35_IL3177563	ENSG00000135040
GOLM1_IL3212848	ENSG00000135052
ISCA1_IL3212919	ENSG00000135070
ZCCHC6_IL3212976	ENSG00000083223
GAS1_IL3213120	ENSG00000180447
DAPK1_IL3177880	ENSG00000196730
CDK20_IL3213530	ENSG00000156345
SPIN1_IL3178416	ENSG00000106723
C9orf47_IL3178545	ENSG00000186354
CKS2_IL3178583	ENSG00000123975
SECISBP2_IL3178611	ENSG00000187742
SEMA4D_IL4051226	ENSG00000187764
GADD45G_IL3178679	ENSG00000130222
SYK_IL3178952	ENSG00000165025
AUH_IL3214359	ENSG00000148090
NFIL3_IL3214451	ENSG00000165030
ROR2_IL3214496	ENSG00000169071
SPTLC1_IL3214582	ENSG00000090054
IARS_IL3214668	ENSG00000196305
NOL8_IL3214749	ENSG00000198000
CENPP_IL3179359	ENSG00000188312
IPPK_IL3214926	ENSG00000127080
BICD2_IL3214984	ENSG00000185963
FGD3_IL3179551	ENSG00000127084
SUSD3_IL3179646	ENSG00000157303
C9orf89_IL3179669	ENSG00000165233
NINJ1_IL3215146	ENSG00000131669
WNK2_IL3179706	ENSG00000165238
FAM120AOS_IL3215245	ENSG00000188938
FAM120A_IL3179872	ENSG00000048828
PHF2_IL3179975	ENSG00000197724
PTPDC1_IL3180142	ENSG00000158079
ZNF169_IL3180212	ENSG00000175787
HIATL1_IL3180263	ENSG00000148110
FBP1_IL3215570	ENSG00000165140
C9orf3_IL3180342	ENSG00000148120
FANCC_IL3215701	ENSG00000158169
HSD17B3_IL3216195	ENSG00000130948
SLC35D2_IL3216276	ENSG00000130958
ZNF367_IL3216319	ENSG00000165244
HABP4_IL3180957	ENSG00000130956
CDC14B_IL3216356	ENSG00000081377
ZNF510_IL3216476	ENSG00000081386
ZNF782_IL3216529	ENSG00000196597
TDRD7_IL3181193	ENSG00000196116
TMOD1_IL3181240	ENSG00000136842
TSTD2_IL3216860	ENSG00000136925
NCBP1_IL3181302	ENSG00000136937
XPA_IL3216969	ENSG00000136936
C9orf156_IL3216931	ENSG00000136932
HEMGN_IL3217077	ENSG00000136929
ANP32B_IL3181417	ENSG00000136938
TRIM14_IL3217123	ENSG00000095380
CORO2A_IL3217167	ENSG00000106789
TBC1D2_IL3217194	ENSG00000095383
ANKS6_IL3217361	ENSG00000165138
COL15A1_IL3181642	ENSG00000204291
TGFBR1_IL3181728	ENSG00000106799
ALG2_IL3217487	ENSG00000119523
NR4A3_IL3181976	ENSG00000119508
STX17_IL3182019	ENSG00000136874
ERP44_IL3217736	ENSG00000023318
INVS_IL3182063	ENSG00000119509
TEX10_IL3217807	ENSG00000136891
MRPL50_IL3218067	ENSG00000136897
ZNF189_IL3182409	ENSG00000136870
ALDOB_IL3218077	ENSG00000136872
RNF20_IL3182489	ENSG00000155827
GRIN3A_IL3218151	ENSG00000198785
SMC2_IL3182781	ENSG00000136824
NIPSNAP3A_IL3182957	ENSG00000136783
NIPSNAP3B_IL3182984	ENSG00000165028
ABCA1_IL3218528	ENSG00000165029
SLC44A1_IL3183111	ENSG00000070214
FSD1L_IL3183238	ENSG00000106701
RALGAPA1_IL3561110	ENSG00000174373
FKTN_IL3183305	ENSG00000106692
TMEM38B_IL3183364	ENSG00000095209
ZNF462_IL3183604	ENSG00000148143
RAD23B_IL3183757	ENSG00000119318
KLF4_IL3219215	ENSG00000136826
IKBKAP_IL3219547	ENSG00000070061
CTNNAL1_IL3219621	ENSG00000119326
PTPN3_IL3219885	ENSG00000070159
LPAR1_IL3220384	ENSG00000198121
KIAA0368_IL3220513	ENSG00000136813
ZNF483_IL3184896	ENSG00000173258
PTGR1_IL3220673	ENSG00000106853
DNAJC25_IL3184940	ENSG00000059769
C9orf84_IL3220740	ENSG00000165181
UGCG_IL3185063	ENSG00000148154
SUSD1_IL3220846	ENSG00000106868
HSDL2_IL3185205	ENSG00000119471
SLC46A2_IL3221205	ENSG00000119457
ZNF883_IL3221277	ENSG00000136866
SLC31A2_IL3185498	ENSG00000136867
SLC31A1_IL3185522	ENSG00000136868
CDC26_IL3221543	ENSG00000176386
PRPF4_IL3185558	ENSG00000136875
WDR31_IL3221598	ENSG00000148225
BSPRY_IL3185593	ENSG00000119411
HDHD3_IL3221633	ENSG00000119431
ALAD_IL3221395	ENSG00000148218
POLE3_IL3221646	ENSG00000148229
RGS3_IL3185643	ENSG00000138835
COL27A1_IL3185976	ENSG00000196739
ORM1_IL3186123	ENSG00000229314
ORM2_IL3186137	ENSG00000228278
AKNA_IL3221916	ENSG00000106948
DFNB31_IL3221988	ENSG00000095397
ATP6V1G1_IL3186191	ENSG00000136888
C9orf91_IL3186207	ENSG00000157693
TNFSF8_IL3222144	ENSG00000106952
TNC_IL3222170	ENSG00000041982
TRIM32_IL3186745	ENSG00000119401
ASTN2_IL3222534	ENSG00000148219
TLR4_IL3186966	ENSG00000136869
CDK5RAP2_IL3223425	ENSG00000136861
MEGF9_IL3223551	ENSG00000106780
FBXW2_IL3223605	ENSG00000119402
PSMD5_IL3223646	ENSG00000095261
PHF19_IL3223687	ENSG00000119403
TRAF1_IL3223738	ENSG00000056558
C5_IL3223776	ENSG00000106804
RAB14_IL3223872	ENSG00000119396
GSN_IL3187686	ENSG00000148180
STOM_IL3223928	ENSG00000148175
DAB2IP_IL3187834	ENSG00000136848
TTLL11_IL3224087	ENSG00000175764
RBM18_IL3224259	ENSG00000119446
MRRF_IL3188050	ENSG00000148187
PTGS1_IL3188111	ENSG00000095303
PDCL_IL3224341	ENSG00000136940
RC3H2_IL3224366	ENSG00000056586
ZBTB6_IL3224437	ENSG00000186130
ZBTB26_IL3224442	ENSG00000171448
GPR21_IL3188395	ENSG00000011454
STRBP_IL3224591	ENSG00000165209
CRB2_IL3188478	ENSG00000148204
DENND1A_IL3224650	ENSG00000119522
NEK6_IL3188697	ENSG00000119408
PSMB7_IL3225003	ENSG00000136930
NR5A1_IL3225058	ENSG00000136931
NR6A1_IL3225096	ENSG00000148200
OLFML2A_IL3188883	ENSG00000185585
RPL35_IL3225196	ENSG00000136942
ARPC5L_IL3188993	ENSG00000136950
GOLGA1_IL3225224	ENSG00000136935
SCAI_IL3225292	ENSG00000173611
PPP6C_IL3225348	ENSG00000119414
RABEPK_IL3189080	ENSG00000136933
HSPA5_IL3225398	ENSG00000044574
GAPVD1_IL3189110	ENSG00000165219
MAPKAP1_IL3225456	ENSG00000119487
PBX3_IL3189311	ENSG00000167081
ZBTB43_IL3189580	ENSG00000169155
ZBTB34_IL3189601	ENSG00000177125
RALGPS1_IL3189617	ENSG00000136828
GARNL3_IL3189714	ENSG00000136895
SLC2A8_IL3189800	ENSG00000136856
ZNF79_IL3189837	ENSG00000196152
LRSAM1_IL3189864	ENSG00000148356
FAM129B_IL3225952	ENSG00000136830
STXBP1_IL3189932	ENSG00000136854
TTC16_IL3190002	ENSG00000167094
TOR2A_IL3226027	ENSG00000160404
SH2D3C_IL3226041	ENSG00000095370
CDK9_IL3190035	ENSG00000136807
FPGS_IL3190061	ENSG00000136877
ENG_IL3226097	ENSG00000106991
AK1_IL3226138	ENSG00000106992
ST6GALNAC6_IL3226160	ENSG00000160408
ST6GALNAC4_IL3226181	ENSG00000136840
PIP5KL1_IL3226208	ENSG00000167103
DPM2_IL3226237	ENSG00000136908
FAM102A_IL3226253	ENSG00000167106
NAIF1_IL3226303	ENSG00000171169
SLC25A25_IL3190151	ENSG00000148339
PTGES2_IL3226340	ENSG00000148334
LCN2_IL3190190	ENSG00000148346
C9orf16_IL3190210	ENSG00000171159
CIZ1_IL3226369	ENSG00000148337
DNM1_IL3190242	ENSG00000106976
GOLGA2_IL3226431	ENSG00000167110
TRUB2_IL3226493	ENSG00000167112
COQ4_IL3190339	ENSG00000167113
SLC27A4_IL3190366	ENSG00000167114
URM1_IL3190394	ENSG00000167118
CERCAM_IL3190420	ENSG00000167123
ODF2_IL3190463	ENSG00000136811
GLE1_IL3190514	ENSG00000119392
SPTAN1_IL3190558	ENSG00000197694
WDR34_IL3226592	ENSG00000119333
SET_IL3190659	ENSG00000119335
PKN3_IL3190683	ENSG00000160447
ZDHHC12_IL3226644	ENSG00000160446
ZER1_IL3226661	ENSG00000160445
TBC1D13_IL3190737	ENSG00000107021
ENDOG_IL3190762	ENSG00000167136
C9orf114_IL3226709	ENSG00000198917
CCBL1_IL3226737	ENSG00000171097
LRRC8A_IL3190778	ENSG00000136802
PHYHD1_IL3190796	ENSG00000175287
DOLK_IL3226789	ENSG00000175283
SH3GLB2_IL3226804	ENSG00000148341
FAM73B_IL3190893	ENSG00000148343
DOLPP1_IL3190925	ENSG00000167130
CRAT_IL3226844	ENSG00000095321
PPP2R4_IL3190939	ENSG00000119383
ASB6_IL3227014	ENSG00000148331
TOR1B_IL3191147	ENSG00000136816
TOR1A_IL3227098	ENSG00000136827
C9orf78_IL3227121	ENSG00000136819
USP20_IL3191176	ENSG00000136878
FNBP1_IL3227159	ENSG00000187239
GPR107_IL3191273	ENSG00000148358
NCS1_IL3191352	ENSG00000107130
FUBP3_IL3191589	ENSG00000107164
EXOSC2_IL3191695	ENSG00000130713
ABL1_IL3191724	ENSG00000097007
FIBCD1_IL3227482	ENSG00000130720
LAMC3_IL3191805	ENSG00000050555
AIF1L_IL3191877	ENSG00000126878
NUP214_IL3191900	ENSG00000126883
FAM78A_IL3227574	ENSG00000126882
PPAPDC3_IL3192033	ENSG00000160539
POMT1_IL3192171	ENSG00000130714
UCK1_IL3227645	ENSG00000130717
RAPGEF1_IL3227696	ENSG00000107263
MED27_IL3227846	ENSG00000160563
NTNG2_IL3192353	ENSG00000196358
SETX_IL3228007	ENSG00000107290
TTF1_IL3228097	ENSG00000125482
DDX31_IL3228191	ENSG00000125485
GTF3C4_IL3192525	ENSG00000125484
C9orf9_IL3192580	ENSG00000165698
TSC1_IL3228373	ENSG00000165699
GFI1B_IL3192609	ENSG00000165702
GTF3C5_IL3192653	ENSG00000148308
CEL_IL3192693	ENSG00000170835
RALGDS_IL3228463	ENSG00000160271
GBGT1_IL3228523	ENSG00000148288
SURF6_IL3228621	ENSG00000148296
DBH_IL3192820	ENSG00000148303
SARDH_IL3228813	ENSG00000123453
VAV2_IL3228884	ENSG00000160293
BRD3_IL3229042	ENSG00000169925
RXRA_IL3193339	ENSG00000186350
COL5A1_IL3193482	ENSG00000130635
FCN1_IL3229338	ENSG00000085265
OLFM1_IL3193725	ENSG00000130558
C9orf116_IL3229449	ENSG00000160345
MRPS2_IL3193900	ENSG00000122140
CAMSAP1_IL3229529	ENSG00000130559
UBAC1_IL3229591	ENSG00000130560
NACC2_IL3229628	ENSG00000148411
QSOX2_IL3229797	ENSG00000165661
GPSM1_IL3194284	ENSG00000160360
DNLZ_IL3229837	ENSG00000213221
SNAPC4_IL3229880	ENSG00000165684
SDCCAG3_IL3229943	ENSG00000165689
PMPCA_IL3194338	ENSG00000165688
INPP5E_IL3229994	ENSG00000148384
C9orf163_IL3194395	ENSG00000196366
NOTCH1_IL3230141	ENSG00000148400
EGFL7_IL3194470	ENSG00000172889
AGPAT2_IL3230282	ENSG00000169692
SNORA17_IL3230332	ENSG00000165716
LCN10_IL3230371	ENSG00000187922
LCN8_IL3230414	ENSG00000204001
TMEM141_IL3194613	ENSG00000244187
PHPT1_IL3194810	ENSG00000054148
MAMDC4_IL3194832	ENSG00000177943
EDF1_IL3230490	ENSG00000107223
TRAF2_IL3194896	ENSG00000127191
FBXW5_IL3230530	ENSG00000159069
C8G_IL3194969	ENSG00000176919
LCN12_IL3194986	ENSG00000184925
PTGDS_IL3195034	ENSG00000107317
LCNL1_IL3195059	ENSG00000214402
C9orf142_IL3195083	ENSG00000148362
CLIC3_IL3230594	ENSG00000169583
ABCA2_IL3230610	ENSG00000107331
FUT7_IL3230689	ENSG00000180549
C9orf139_IL3195102	ENSG00000235117
NPDC1_IL3230697	ENSG00000107281
ENTPD2_IL3230733	ENSG00000054179
UAP1L1_IL3195139	ENSG00000197355
MAN1B1_IL3195174	ENSG00000177239
DPP7_IL3230811	ENSG00000176978
GRIN1_IL3195238	ENSG00000176884
ANAPC2_IL3230894	ENSG00000176248
SSNA1_IL3195296	ENSG00000176101
TPRN_IL3230932	ENSG00000176058
RNF208_IL4053641	ENSG00000212864
FAM166A_IL4051521	ENSG00000188229
EXD3_IL4051619	ENSG00000187609
NOXA1_IL4050590	ENSG00000188747
PNPLA7_IL3231010	ENSG00000130653
MRPL41_IL3195344	ENSG00000182154
ZMYND19_IL3231157	ENSG00000165724
ARRDC1_IL3195363	ENSG00000197070
C9orf37_IL3231186	ENSG00000203993
EHMT1_IL3195400	ENSG00000181090
ZMYND11_IL3231389	ENSG00000015171
DIP2C_IL3273251	ENSG00000151240
LARP4B_IL3273484	ENSG00000107929
GTPBP4_IL3231774	ENSG00000107937
IDI1_IL3273601	ENSG00000067064
WDR37_IL3231846	ENSG00000047056
ADARB2_IL3273667	ENSG00000185736
PFKP_IL3232349	ENSG00000067057
PITRM1_IL3274173	ENSG00000107959
KLF6_IL3274361	ENSG00000067082
AKR1E2_IL3232944	ENSG00000165568
AKR1C1_IL3232979	ENSG00000187134
AKR1C2_IL3274758	ENSG00000151632
AKR1C3_IL3233049	ENSG00000196139
AKR1C4_IL3233119	ENSG00000198610
NET1_IL3233182	ENSG00000173848
ASB13_IL3275042	ENSG00000196372
GDI2_IL3275132	ENSG00000057608
ANKRD16_IL3275611	ENSG00000134461
FBXO18_IL3233431	ENSG00000134452
IL15RA_IL3275690	ENSG00000134470
IL2RA_IL3275729	ENSG00000134460
RBM17_IL3233547	ENSG00000134453
PFKFB3_IL3233605	ENSG00000170525
PRKCQ_IL3275922	ENSG00000065675
ITIH2_IL3234083	ENSG00000151655
KIN_IL3276421	ENSG00000151657
ATP5C1_IL3234140	ENSG00000165629
GATA3_IL3234277	ENSG00000107485
CELF2_IL3234760	ENSG00000048740
USP6NL_IL3277468	ENSG00000148429
ECHDC3_IL3235255	ENSG00000134463
UPF2_IL3277662	ENSG00000151461
DHTKD1_IL3235373	ENSG00000181192
SEC61A2_IL3235414	ENSG00000065665
CDC123_IL3235461	ENSG00000151465
CAMK1D_IL3235516	ENSG00000183049
CCDC3_IL3278057	ENSG00000151468
OPTN_IL3235726	ENSG00000123240
MCM10_IL3235789	ENSG00000065328
PHYH_IL3278198	ENSG00000107537
SEPHS1_IL3278234	ENSG00000086475
BEND7_IL3278305	ENSG00000165626
PRPF18_IL3235932	ENSG00000165630
FAM107B_IL3278813	ENSG00000065809
HSPA14_IL3236395	ENSG00000187522
SUV39H2_IL3236448	ENSG00000152457
OLAH_IL3236505	ENSG00000152463
RPP38_IL3236538	ENSG00000152464
NMT2_IL3279108	ENSG00000152465
FAM188A_IL3279410	ENSG00000148481
PTER_IL3236786	ENSG00000165983
RSU1_IL3279575	ENSG00000148484
CUBN_IL3279698	ENSG00000107611
TRDMT1_IL3279857	ENSG00000107614
VIM_IL3236958	ENSG00000026025
PTPLA_IL3279982	ENSG00000165996
STAM_IL3237088	ENSG00000136738
CACNB2_IL3237396	ENSG00000165995
ARL5B_IL3237548	ENSG00000165997
PLXDC2_IL3237788	ENSG00000120594
NEBL_IL3280573	ENSG00000078114
DNAJC1_IL3280902	ENSG00000136770
SPAG6_IL3238528	ENSG00000077327
PIP4K2A_IL3281068	ENSG00000150867
ARMC3_IL3238702	ENSG00000165309
MSRB2_IL3238761	ENSG00000148450
KIAA1217_IL3238962	ENSG00000120549
ARHGAP21_IL3281621	ENSG00000107863
PRTFDC1_IL3281703	ENSG00000099256
ENKUR_IL3281762	ENSG00000151023
THNSL1_IL3239380	ENSG00000185875
APBB1IP_IL3239760	ENSG00000077420
PDSS1_IL3239891	ENSG00000148459
ABI1_IL3282016	ENSG00000136754
ANKRD26_IL3282117	ENSG00000107890
YME1L1_IL3282213	ENSG00000136758
MASTL_IL3240012	ENSG00000120539
ACBD5_IL3282268	ENSG00000107897
RAB18_IL3240095	ENSG00000099246
MPP7_IL3282601	ENSG00000150054
WAC_IL3240340	ENSG00000095787
BAMBI_IL3240452	ENSG00000095739
SVIL_IL3282974	ENSG00000197321
MTPAP_IL3283378	ENSG00000107951
ZNF438_IL3283613	ENSG00000183621
ZEB1_IL3241316	ENSG00000148516
ARHGAP12_IL3283920	ENSG00000165322
KIF5B_IL3283991	ENSG00000170759
EPC1_IL3284073	ENSG00000120616
CCDC7_IL3241601	ENSG00000216937
ITGB1_IL3284188	ENSG00000150093
NRP1_IL3284302	ENSG00000099250
CUL2_IL3284882	ENSG00000108094
CREM_IL3242353	ENSG00000095794
CCNY_IL3242425	ENSG00000108100
ZNF248_IL3285552	ENSG00000198105
ZNF25_IL3285614	ENSG00000175395
ZNF33A_IL3243078	ENSG00000189180
ZNF37A_IL3243164	ENSG00000075407
ZNF33B_IL3285926	ENSG00000196693
BMS1_IL3243708	ENSG00000165733
RET_IL3243846	ENSG00000165731
CSGALNACT2_IL3243908	ENSG00000169826
RASGEF1A_IL3286211	ENSG00000198915
HNRNPF_IL3286286	ENSG00000169813
ZNF485_IL3244061	ENSG00000198298
ZNF239_IL3286343	ENSG00000196793
ZNF32_IL3286393	ENSG00000169740
C10orf10_IL3286776	ENSG00000165507
RASSF4_IL3244488	ENSG00000107551
C10orf25_IL3286792	ENSG00000165511
ZNF22_IL3244539	ENSG00000165512
ALOX5_IL3244622	ENSG00000012779
MARCH8_IL3286921	ENSG00000165406
AGAP6_IL3288013	ENSG00000188234
GDF10_IL3287789	ENSG00000107623
MAPK8_IL3245682	ENSG00000107643
ARHGAP22_IL3288337	ENSG00000128805
WDFY4_IL3245783	ENSG00000128815
AGAP6_IL3288845	ENSG00000242288
NCOA4_IL3246372	ENSG00000138293
TIMM23_IL3289031	ENSG00000138297
SGMS1_IL3289235	ENSG00000198964
ASAH2B_IL3289189	ENSG00000204147
PRKG1_IL3246888	ENSG00000185532
CSTF2T_IL3289631	ENSG00000177613
ZWINT_IL3290210	ENSG00000122952
IPMK_IL3290368	ENSG00000151151
CISD1_IL3247712	ENSG00000122873
UBE2D1_IL3247757	ENSG00000072401
TFAM_IL3247784	ENSG00000108064
BICC1_IL3247818	ENSG00000122870
CCDC6_IL3290785	ENSG00000108091
ANK3_IL3290875	ENSG00000151150
CDK1_IL3248289	ENSG00000170312
RHOBTB1_IL3291151	ENSG00000072422
RTKN2_IL3291435	ENSG00000182010
ZNF365_IL3248661	ENSG00000138311
ADO_IL3248824	ENSG00000181915
EGR2_IL3291601	ENSG00000122877
NRBF2_IL3248897	ENSG00000148572
JMJD1C_IL3291682	ENSG00000171988
SIRT1_IL3249587	ENSG00000096717
HERC4_IL3292448	ENSG00000148634
PBLD_IL3292590	ENSG00000108187
HNRNPH3_IL3249738	ENSG00000096746
RUFY2_IL3292634	ENSG00000204130
SLC25A16_IL3292735	ENSG00000122912
TET1_IL3249886	ENSG00000138336
CCAR1_IL3249788	ENSG00000060339
STOX1_IL3249978	ENSG00000165730
DDX50_IL3250019	ENSG00000107625
DDX21_IL3250055	ENSG00000165732
KIAA1279_IL3250093	ENSG00000198954
SRGN_IL3250146	ENSG00000122862
VPS26A_IL3250168	ENSG00000122958
SUPV3L1_IL3250204	ENSG00000156502
HKDC1_IL3250237	ENSG00000156510
HK1_IL3250278	ENSG00000156515
TACR2_IL3292946	ENSG00000075073
TSPAN15_IL3250373	ENSG00000099282
C10orf35_IL3250438	ENSG00000171224
COL13A1_IL3250486	ENSG00000197467
H2AFY2_IL3250602	ENSG00000099284
AIFM2_IL3293187	ENSG00000042286
TYSND1_IL3293215	ENSG00000156521
SAR1A_IL3293244	ENSG00000079332
PPA1_IL3293280	ENSG00000180817
LRRC20_IL3293341	ENSG00000172731
EIF4EBP2_IL3250699	ENSG00000148730
NODAL_IL3293390	ENSG00000156574
PRF1_IL3293435	ENSG00000180644
ADAMTS14_IL3250806	ENSG00000138316
SGPL1_IL3250863	ENSG00000166224
PCBD1_IL3293537	ENSG00000166228
UNC5B_IL3250990	ENSG00000107731
SLC29A3_IL3251023	ENSG00000198246
CDH23_IL3251068	ENSG00000107736
C10orf54_IL3293724	ENSG00000107738
PSAP_IL3293762	ENSG00000197746
SPOCK2_IL3293840	ENSG00000107742
ASCC1_IL3293887	ENSG00000138303
ANAPC16_IL3251353	ENSG00000166295
DDIT4_IL3251393	ENSG00000168209
DNAJB12_IL3293963	ENSG00000148719
OIT3_IL3251566	ENSG00000138315
P4HA1_IL3294159	ENSG00000122884
NUDT13_IL3251619	ENSG00000166321
ECD_IL3294242	ENSG00000122882
FAM149B1_IL3251648	ENSG00000138286
DNAJC9_IL3294280	ENSG00000244365
MRPS16_IL3294348	ENSG00000182180
TTC18_IL3294361	ENSG00000156042
ANXA7_IL3294438	ENSG00000138279
PPP3CB_IL3294499	ENSG00000107758
USP54_IL3294576	ENSG00000166348
FUT11_IL3251848	ENSG00000176986
CHCHD1_IL3251916	ENSG00000172586
NDST2_IL3294816	ENSG00000166507
CAMK2G_IL3294854	ENSG00000148660
PLAU_IL3252036	ENSG00000122861
VCL_IL3252071	ENSG00000035403
AP3M1_IL3295032	ENSG00000185009
DUSP13_IL3295267	ENSG00000079393
SAMD8_IL3252534	ENSG00000156671
VDAC2_IL3252577	ENSG00000165637
COMTD1_IL3295331	ENSG00000165644
ZNF503_IL3295376	ENSG00000237149
KCNMA1_IL3296046	ENSG00000156113
